CaseMasterID,CrimeNo,CrimeRegisteredDate,PoliceStation,District,CaseCategory,Gravity,CrimeMajorHead,CrimeMinorHead,CaseStatus,Court,IncidentFromDate,latitude,longitude,BriefFacts,FinalReportType
4730,100010008202500044,2025-05-07,Cubbon Park PS,Bengaluru City,FIR,Non-Heinous,Economic Offences,Cheating,Closed - Undetected,Bengaluru City District & Sessions Court,2025-05-06 22:00:00,12.950001,77.594637,Complainant reported the incident of cheating which occurred near Electronic City Phase 1. Investigation taken up.,C
4731,100010011202300046,2023-05-08,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Acquitted,Bengaluru City District & Sessions Court,2023-05-08 15:00:00,12.964694,77.740942,Unknown accused on motorcycle snatched 25 gram gold chain from complainant near Hebbal Flyover at around 1230 hours and escaped.,A
4732,100010011202600044,2026-10-25,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Closed - Undetected,Bengaluru City District & Sessions Court,2026-10-24 01:00:00,12.979219,77.734486,Altercation between complainant and accused over trivial issue near Malleshwaram 8th Cross; accused assaulted complainant with hands and stone causing simple injuries.,C
4735,100060019202100045,2021-01-19,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Kalaburagi District & Sessions Court,2021-01-18 23:00:00,17.337842,76.849295,Complainant reported the incident of ordinary theft which occurred near Mysuru Devaraja Market. Investigation taken up.,A
4738,100050018202500056,2025-01-02,Belagavi Market PS,Belagavi,FIR,Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,Belagavi District & Sessions Court,2025-01-02 23:00:00,15.860086,74.497568,Complainant reported the incident of attempt to murder which occurred near Electronic City Phase 1. Investigation taken up.,A
4739,100020013202500048,2025-11-22,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - False Case,Bengaluru Rural District & Sessions Court,2025-11-22 12:00:00,13.093133,77.41315,Complainant reported the incident of ordinary theft which occurred near Shivajinagar. Investigation taken up.,B
4743,100080021202500049,2025-02-16,Shivamogga Doddapete PS,Shivamogga,FIR,Non-Heinous,Crimes Against Public Order,Rioting,Charge Sheeted,Shivamogga District & Sessions Court,2025-02-14 03:00:00,13.937399,75.562676,Complainant reported the incident of rioting which occurred near Belagavi Fort Road. Investigation taken up.,A
4744,100010006202100056,2021-04-10,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Bengaluru City District & Sessions Court,2021-04-09 17:00:00,12.998522,77.597492,Complainant reported the incident of ordinary theft which occurred near Malleshwaram 8th Cross. Investigation taken up.,C
4745,100080021202300037,2023-11-16,Shivamogga Doddapete PS,Shivamogga,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Closed - Undetected,Shivamogga District & Sessions Court,2023-11-16 21:00:00,13.904212,75.594737,Complainant reported the incident of criminal breach of trust which occurred near Electronic City Phase 1. Investigation taken up.,C
4746,100020013202300049,2023-05-20,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Convicted,Bengaluru Rural District & Sessions Court,2023-05-19 02:00:00,13.107673,77.372321,Complainant reported the incident of grievous hurt which occurred near Koramangala 5th Block. Investigation taken up.,A
4747,100060019202400051,2024-11-21,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Kalaburagi District & Sessions Court,2024-11-19 08:00:00,17.352264,76.8572,Complainant reported the incident of ordinary theft which occurred near City Railway Station. Investigation taken up.,C
4748,100010008202500045,2025-07-21,Cubbon Park PS,Bengaluru City,FIR,Non-Heinous,Economic Offences,Cheating,Closed - False Case,Bengaluru City District & Sessions Court,2025-07-20 07:00:00,12.997102,77.617592,Complainant reported the incident of cheating which occurred near Majestic Bus Stand. Investigation taken up.,B
4750,100010010202500052,2025-02-03,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Bengaluru City District & Sessions Court,2025-02-02 17:00:00,12.942847,77.640466,Altercation between complainant and accused over old rivalry near Jayanagar 4th Block; accused assaulted complainant with hands and club causing simple injuries.,A
4751,100020013202500049,2025-09-11,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,House Burglary,Closed - Undetected,Bengaluru Rural District & Sessions Court,2025-09-10 12:00:00,13.088316,77.389558,Unknown persons broke open the door lock of the complainant's house at Electronic City Phase 1 during night hours and committed theft of gold ornaments and cash worth Rs. 350000.,C
4752,100040017202500047,2025-12-25,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Convicted,Mangaluru City District & Sessions Court,2025-12-23 02:00:00,12.847276,74.862262,Complainant reported the incident of ordinary theft which occurred near MG Road. Investigation taken up.,A
4753,100010012202200044,2022-03-15,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Bengaluru City District & Sessions Court,2022-03-14 01:00:00,13.101433,77.569275,Altercation between complainant and accused over land dispute near Koramangala 5th Block; accused assaulted complainant with hands and stone causing simple injuries.,A
4754,100020013202600047,2026-10-27,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Closed - Undetected,Bengaluru Rural District & Sessions Court,2026-10-26 20:00:00,13.084651,77.386615,Complainant reported the incident of criminal breach of trust which occurred near MG Road. Investigation taken up.,C
4755,100020013202400050,2024-10-15,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,House Burglary,Closed - Undetected,Bengaluru Rural District & Sessions Court,2024-10-15 01:00:00,13.119213,77.401989,House breaking at Koramangala 5th Block; accused gained entry through rear window and stole valuables worth approx Rs. 200000.,C
4757,100020014202400064,2024-01-09,Devanahalli PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Closed - Undetected,Bengaluru Rural District & Sessions Court,2024-01-09 02:00:00,13.234984,77.721617,Altercation between complainant and accused over old rivalry near Hebbal Flyover; accused assaulted complainant with hands and iron rod causing simple injuries.,C
4758,100010006202600055,2026-05-11,Upparpet PS,Bengaluru City,FIR,Heinous,Crimes Against Women,Molestation,Charge Sheeted,Bengaluru City District & Sessions Court,2026-05-10 20:00:00,12.99069,77.574005,Complainant reported the incident of molestation which occurred near Banashankari Temple. Investigation taken up.,A
4761,100030015202200049,2022-05-20,Mysuru Lakshmipuram PS,Mysuru,FIR,Heinous,Crimes Against Women,Molestation,Charge Sheeted,Mysuru District & Sessions Court,2022-05-19 15:00:00,12.279012,76.631458,Complainant reported the incident of molestation which occurred near Electronic City Phase 1. Investigation taken up.,A
4762,100060019202400052,2024-08-12,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Cyber Crimes,Identity Theft,Acquitted,Kalaburagi District & Sessions Court,2024-08-12 03:00:00,17.354188,76.84269,Complainant reported the incident of identity theft which occurred near Jayanagar 4th Block. Investigation taken up.,A
4764,100050018202100044,2021-08-19,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Acquitted,Belagavi District & Sessions Court,2021-08-17 20:00:00,15.855763,74.471947,Complainant reported the incident of ordinary theft which occurred near Majestic Bus Stand. Investigation taken up.,A
4766,100070020202500051,2025-09-09,Hubballi Town PS,Hubballi-Dharwad,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Hubballi-Dharwad District & Sessions Court,2025-09-09 02:00:00,15.358411,75.138492,Complainant reported the incident of ordinary theft which occurred near Yelahanka New Town. Investigation taken up.,C
4768,100060019202400053,2024-02-04,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Charge Sheeted,Kalaburagi District & Sessions Court,2024-02-03 04:00:00,17.323706,76.858103,Two persons on a black Pulsar motorcycle approached the complainant walking near Hubballi Old Bus Stand and the pillion rider snatched the gold chain weighing approx 25 grams from her neck and sped away towards Market side.,A
4771,100030016202600051,2026-03-15,Mysuru VV Puram PS,Mysuru,FIR,Heinous,Crimes Against Women,Molestation,Closed - Undetected,Mysuru District & Sessions Court,2026-03-15 02:00:00,12.299596,76.67407,Complainant reported the incident of molestation which occurred near Whitefield Main Road. Investigation taken up.,C
4772,100040017202100053,2021-11-28,Mangaluru North PS,Mangaluru City,FIR,Heinous,Crimes Against Women,Molestation,Charge Sheeted,Mangaluru City District & Sessions Court,2021-11-26 07:00:00,12.848914,74.846051,Complainant reported the incident of molestation which occurred near Whitefield Main Road. Investigation taken up.,A
4773,100010007202600048,2026-05-09,KR Market PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Public Order,Unlawful Assembly,Acquitted,Bengaluru City District & Sessions Court,2026-05-09 09:00:00,12.961995,77.599785,Complainant reported the incident of unlawful assembly which occurred near Whitefield Main Road. Investigation taken up.,A
4774,100020014202500055,2025-11-19,Devanahalli PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Convicted,Bengaluru Rural District & Sessions Court,2025-11-17 23:00:00,13.252574,77.697812,Two persons on a blue Splendor approached the complainant walking near Majestic Bus Stand and the pillion rider snatched the gold chain weighing approx 30 grams from her neck and sped away towards ring road.,A
4775,100050018202600048,2026-01-03,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Crimes Against Women,Cruelty by Husband/Relatives,Charge Sheeted,Belagavi District & Sessions Court,2026-01-03 23:00:00,15.845557,74.494815,Complainant reported the incident of cruelty by husband/relatives which occurred near MG Road. Investigation taken up.,A
4776,100050018202200039,2022-05-22,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Convicted,Belagavi District & Sessions Court,2022-05-22 08:00:00,15.860485,74.471097,Online fraud: complainant lost Rs. 350000 in fake part-time job scheme advertised on social media.,A
4777,100010012202400058,2024-02-03,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Bengaluru City District & Sessions Court,2024-02-02 01:00:00,13.076281,77.569734,Complainant reported the incident of ordinary theft which occurred near Jayanagar 4th Block. Investigation taken up.,C
4778,100070020202200049,2022-02-12,Hubballi Town PS,Hubballi-Dharwad,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Convicted,Hubballi-Dharwad District & Sessions Court,2022-02-11 11:00:00,15.365977,75.131622,Online fraud: complainant lost Rs. 50000 in fake KYC update scheme advertised on social media.,A
4779,100080021202200053,2022-06-01,Shivamogga Doddapete PS,Shivamogga,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Shivamogga District & Sessions Court,2022-05-30 04:00:00,13.93059,75.544185,Complainant reported the incident of ordinary theft which occurred near Hubballi Old Bus Stand. Investigation taken up.,C
4780,100010009202200044,2022-10-24,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Acquitted,Bengaluru City District & Sessions Court,2022-10-23 02:00:00,12.93244,77.601167,Two persons on a black Pulsar motorcycle approached the complainant walking near MG Road and the pillion rider snatched the gold chain weighing approx 20 grams from her neck and sped away towards Market side.,A
4781,100010011202300047,2023-03-24,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,Bengaluru City District & Sessions Court,2023-03-22 03:00:00,12.989654,77.729269,Complainant reported the incident of cheating which occurred near Majestic Bus Stand. Investigation taken up.,A
4783,100030016202600052,2026-09-28,Mysuru VV Puram PS,Mysuru,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Mysuru District & Sessions Court,2026-09-26 09:00:00,12.290111,76.652893,Complainant reported the incident of ordinary theft which occurred near Yelahanka New Town. Investigation taken up.,A
4785,100010011202100050,2021-10-03,Whitefield PS,Bengaluru City,FIR,Heinous,Crimes Against Body,Murder,Closed - Undetected,Bengaluru City District & Sessions Court,2021-10-03 04:00:00,12.971842,77.775255,"Due to previous enmity over land dispute, the accused assaulted the deceased with knife near City Railway Station resulting in death.",C
4787,100010008202100045,2021-07-13,Cubbon Park PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,Bengaluru City District & Sessions Court,2021-07-12 02:00:00,12.952859,77.606656,Complainant reported the incident of grievous hurt which occurred near Majestic Bus Stand. Investigation taken up.,A
4788,100010009202500061,2025-11-17,Jayanagar PS,Bengaluru City,FIR,Heinous,Crimes Against Body,Murder,Closed - Undetected,Bengaluru City District & Sessions Court,2025-11-15 14:00:00,12.92813,77.602502,"Due to previous enmity over money matter, the accused assaulted the deceased with iron rod near Jayanagar 4th Block resulting in death.",C
4789,100030016202100048,2021-05-21,Mysuru VV Puram PS,Mysuru,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,Mysuru District & Sessions Court,2021-05-20 22:00:00,12.298747,76.649176,Complainant reported the incident of grievous hurt which occurred near Majestic Bus Stand. Investigation taken up.,A
4790,100010010202500053,2025-09-28,Koramangala PS,Bengaluru City,FIR,Heinous,Crimes Against Body,Murder,Closed - Undetected,Bengaluru City District & Sessions Court,2025-09-27 19:00:00,12.912856,77.601095,"Due to previous enmity over trivial issue, the accused assaulted the deceased with knife near Malleshwaram 8th Cross resulting in death.",C
4791,100030016202200053,2022-05-08,Mysuru VV Puram PS,Mysuru,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Closed - Undetected,Mysuru District & Sessions Court,2022-05-06 09:00:00,12.304374,76.662005,Complainant parked his Splendor motorcycle bearing registration KA-02-HG-6372 near Majestic Bus Stand. On return the vehicle was found stolen.,C
4792,100010012202400059,2024-02-16,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2024-02-14 06:00:00,13.124105,77.573552,Complainant parked his Activa scooter bearing registration KA-02-GE-5850 near Belagavi Fort Road. On return the vehicle was found stolen.,A
4793,100010012202100048,2021-12-21,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,House Burglary,Charge Sheeted,Bengaluru City District & Sessions Court,2021-12-21 04:00:00,13.099137,77.615033,Unknown persons broke open the door lock of the complainant's house at Hubballi Old Bus Stand during night hours and committed theft of gold ornaments and cash worth Rs. 120000.,A
4796,100050018202400040,2024-02-26,Belagavi Market PS,Belagavi,FIR,Heinous,Crimes Against Body,Attempt to Murder,Closed - Undetected,Belagavi District & Sessions Court,2024-02-25 03:00:00,15.823695,74.497686,Complainant reported the incident of attempt to murder which occurred near Whitefield Main Road. Investigation taken up.,C
4797,100010006202500067,2025-11-23,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Bengaluru City District & Sessions Court,2025-11-23 07:00:00,12.994619,77.593687,Altercation between complainant and accused over land dispute near Majestic Bus Stand; accused assaulted complainant with hands and knife causing simple injuries.,A
4799,100030016202600053,2026-07-04,Mysuru VV Puram PS,Mysuru,FIR,Non-Heinous,Economic Offences,Cheating,Closed - Undetected,Mysuru District & Sessions Court,2026-07-02 13:00:00,12.289609,76.637024,Complainant reported the incident of cheating which occurred near Whitefield Main Road. Investigation taken up.,C
4800,100050018202200040,2022-02-03,Belagavi Market PS,Belagavi,FIR,Heinous,Crimes Against Women,Molestation,Closed - Undetected,Belagavi District & Sessions Court,2022-02-02 10:00:00,15.875082,74.472791,Complainant reported the incident of molestation which occurred near City Railway Station. Investigation taken up.,C
4802,100080021202500050,2025-07-19,Shivamogga Doddapete PS,Shivamogga,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - False Case,Shivamogga District & Sessions Court,2025-07-19 13:00:00,13.926572,75.558026,Complainant reported the incident of ordinary theft which occurred near KR Market. Investigation taken up.,B
4803,100010009202500063,2025-04-04,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Cyber Crimes,Identity Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2025-04-02 19:00:00,12.938326,77.587922,Complainant reported the incident of identity theft which occurred near Electronic City Phase 1. Investigation taken up.,A
4805,100070020202400059,2024-08-18,Hubballi Town PS,Hubballi-Dharwad,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Closed - Undetected,Hubballi-Dharwad District & Sessions Court,2024-08-16 14:00:00,15.358856,75.113753,Splendor motorcycle KA-51-GA-2908 stolen from parking area near City Railway Station between 1530 and 2200 hours.,C
4806,100060019202200062,2022-08-18,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Kalaburagi District & Sessions Court,2022-08-17 20:00:00,17.330933,76.817819,Complainant reported the incident of ordinary theft which occurred near Belagavi Fort Road. Investigation taken up.,A
4808,100010007202400062,2024-09-11,KR Market PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Women,Cruelty by Husband/Relatives,Charge Sheeted,Bengaluru City District & Sessions Court,2024-09-09 22:00:00,12.934138,77.588291,Complainant reported the incident of cruelty by husband/relatives which occurred near Malleshwaram 8th Cross. Investigation taken up.,A
4809,100010007202400063,2024-02-13,KR Market PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2024-02-11 02:00:00,12.978031,77.569939,Complainant parked his Swift car bearing registration KA-03-AE-9251 near KR Market. On return the vehicle was found stolen.,A
4811,100080021202300038,2023-07-28,Shivamogga Doddapete PS,Shivamogga,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Closed - Undetected,Shivamogga District & Sessions Court,2023-07-27 22:00:00,13.947912,75.591514,Altercation between complainant and accused over land dispute near Electronic City Phase 1; accused assaulted complainant with hands and stone causing simple injuries.,C
4812,100010011202400050,2024-08-26,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Charge Sheeted,Bengaluru City District & Sessions Court,2024-08-24 05:00:00,12.977043,77.744378,Two persons on a blue Splendor approached the complainant walking near Malleshwaram 8th Cross and the pillion rider snatched the gold chain weighing approx 25 grams from her neck and sped away towards Market side.,A
4815,100030015202300046,2023-06-13,Mysuru Lakshmipuram PS,Mysuru,FIR,Non-Heinous,Crimes Against Property,House Burglary,Closed - Undetected,Mysuru District & Sessions Court,2023-06-11 01:00:00,12.321213,76.650968,House breaking at Jayanagar 4th Block; accused gained entry through rear window and stole valuables worth approx Rs. 350000.,C
4816,100030016202500044,2025-10-18,Mysuru VV Puram PS,Mysuru,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,Mysuru District & Sessions Court,2025-10-16 18:00:00,12.313815,76.651918,Complainant reported the incident of criminal breach of trust which occurred near Electronic City Phase 1. Investigation taken up.,A
4817,100030016202400045,2024-05-08,Mysuru VV Puram PS,Mysuru,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Charge Sheeted,Mysuru District & Sessions Court,2024-05-06 12:00:00,12.30112,76.646784,Unknown accused on motorcycle snatched 40 gram gold chain from complainant near Jayanagar 4th Block at around 0700 hours and escaped.,A
4818,100010011202200045,2022-01-04,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2022-01-03 05:00:00,12.98877,77.732717,Splendor motorcycle KA-51-HC-4773 stolen from parking area near Koramangala 5th Block between 1630 and 1800 hours.,A
4820,100060019202500047,2025-10-08,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,Kalaburagi District & Sessions Court,2025-10-06 08:00:00,17.336445,76.838935,Complainant reported the incident of cheating which occurred near Majestic Bus Stand. Investigation taken up.,A
4821,100040017202500048,2025-09-06,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Closed - Undetected,Mangaluru City District & Sessions Court,2025-09-04 22:00:00,12.861917,74.867735,"Complainant received a call from unknown person posing as bank official and was induced to share OTP, following which Rs. 200000 was fraudulently transferred from his account.",C
4822,100040017202500049,2025-10-11,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Mangaluru City District & Sessions Court,2025-10-09 13:00:00,12.850101,74.863352,Complainant reported the incident of ordinary theft which occurred near Jayanagar 4th Block. Investigation taken up.,A
4823,100010008202600070,2026-03-17,Cubbon Park PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Public Order,Unlawful Assembly,Closed - Undetected,Bengaluru City District & Sessions Court,2026-03-15 11:00:00,12.960391,77.612633,Complainant reported the incident of unlawful assembly which occurred near KR Market. Investigation taken up.,C
4824,100010009202400049,2024-10-19,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Acquitted,Bengaluru City District & Sessions Court,2024-10-19 02:00:00,12.90389,77.562918,Complainant reported the incident of ordinary theft which occurred near Hebbal Flyover. Investigation taken up.,A
4825,100030016202500045,2025-08-01,Mysuru VV Puram PS,Mysuru,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Mysuru District & Sessions Court,2025-08-01 17:00:00,12.323123,76.641968,Altercation between complainant and accused over trivial issue near Jayanagar 4th Block; accused assaulted complainant with hands and club causing simple injuries.,A
4826,100030016202600054,2026-10-15,Mysuru VV Puram PS,Mysuru,FIR,Non-Heinous,Crimes Against Property,House Burglary,Closed - Undetected,Mysuru District & Sessions Court,2026-10-15 07:00:00,12.329319,76.670308,Unknown persons broke open the door lock of the complainant's house at Majestic Bus Stand during daytime when occupants were away and committed theft of gold ornaments and cash worth Rs. 200000.,C
4827,100010010202100066,2021-12-12,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Acquitted,Bengaluru City District & Sessions Court,2021-12-11 14:00:00,12.910643,77.626162,Altercation between complainant and accused over old rivalry near KR Market; accused assaulted complainant with hands and club causing simple injuries.,A
4828,100010007202300038,2023-12-08,KR Market PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Bengaluru City District & Sessions Court,2023-12-07 08:00:00,12.933835,77.552897,Altercation between complainant and accused over money matter near Yelahanka New Town; accused assaulted complainant with hands and stone causing simple injuries.,A
4829,100050018202300036,2023-08-09,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Charge Sheeted,Belagavi District & Sessions Court,2023-08-08 03:00:00,15.874201,74.500033,"Complainant received a call from unknown person posing as bank official and was induced to share OTP, following which Rs. 200000 was fraudulently transferred from his account.",A
4831,100020013202200048,2022-11-12,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Charge Sheeted,Bengaluru Rural District & Sessions Court,2022-11-11 02:00:00,13.084236,77.38637,Online fraud: complainant lost Rs. 350000 in fake loan app scheme advertised on social media.,A
4832,100010006202500068,2025-02-24,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Women,Cruelty by Husband/Relatives,Closed - Undetected,Bengaluru City District & Sessions Court,2025-02-22 01:00:00,12.975948,77.5877,Complainant reported the incident of cruelty by husband/relatives which occurred near MG Road. Investigation taken up.,C
4835,100080021202200056,2022-02-09,Shivamogga Doddapete PS,Shivamogga,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Convicted,Shivamogga District & Sessions Court,2022-02-07 22:00:00,13.92518,75.556516,Altercation between complainant and accused over land dispute near Yelahanka New Town; accused assaulted complainant with hands and iron rod causing simple injuries.,A
4836,100040017202500050,2025-01-12,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Closed - False Case,Mangaluru City District & Sessions Court,2025-01-11 07:00:00,12.850327,74.835525,Complainant parked his Activa scooter bearing registration KA-01-FB-5691 near Jayanagar 4th Block. On return the vehicle was found stolen.,B
4838,100060019202100046,2021-09-28,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Closed - False Case,Kalaburagi District & Sessions Court,2021-09-27 05:00:00,17.322561,76.857932,Altercation between complainant and accused over old rivalry near Hubballi Old Bus Stand; accused assaulted complainant with hands and club causing simple injuries.,B
4839,100050018202300037,2023-11-03,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Economic Offences,Cheating,Convicted,Belagavi District & Sessions Court,2023-11-01 12:00:00,15.856072,74.471116,Complainant reported the incident of cheating which occurred near Malleshwaram 8th Cross. Investigation taken up.,A
4840,100010008202100046,2021-12-07,Cubbon Park PS,Bengaluru City,FIR,Heinous,Crimes Against Property,Robbery,Closed - Undetected,Bengaluru City District & Sessions Court,2021-12-06 12:00:00,12.9822,77.587355,Complainant reported the incident of robbery which occurred near Belagavi Fort Road. Investigation taken up.,C
4842,100010012202100049,2021-11-16,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Bengaluru City District & Sessions Court,2021-11-14 23:00:00,13.110278,77.595282,Altercation between complainant and accused over land dispute near Whitefield Main Road; accused assaulted complainant with hands and knife causing simple injuries.,A
4843,100040017202500051,2025-05-27,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Closed - Undetected,Mangaluru City District & Sessions Court,2025-05-26 11:00:00,12.873842,74.848472,Unknown accused on motorcycle snatched 15 gram gold chain from complainant near Mysuru Devaraja Market at around 0830 hours and escaped.,C
4844,100030015202200050,2022-01-05,Mysuru Lakshmipuram PS,Mysuru,FIR,Heinous,Crimes Against Property,Robbery,Closed - Undetected,Mysuru District & Sessions Court,2022-01-05 10:00:00,12.323099,76.656269,Complainant reported the incident of robbery which occurred near Hebbal Flyover. Investigation taken up.,C
4845,100010012202400060,2024-02-26,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Public Order,Rioting,Convicted,Bengaluru City District & Sessions Court,2024-02-25 15:00:00,13.07386,77.612753,Complainant reported the incident of rioting which occurred near Shivajinagar. Investigation taken up.,A
4847,100010006202100057,2021-11-05,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Women,Cruelty by Husband/Relatives,Closed - Undetected,Bengaluru City District & Sessions Court,2021-11-04 03:00:00,12.996718,77.594017,Complainant reported the incident of cruelty by husband/relatives which occurred near Jayanagar 4th Block. Investigation taken up.,C
4851,100040017202600045,2026-04-02,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Convicted,Mangaluru City District & Sessions Court,2026-04-02 00:00:00,12.882662,74.849574,Altercation between complainant and accused over trivial issue near Hebbal Flyover; accused assaulted complainant with hands and stone causing simple injuries.,A
4852,100010006202100059,2021-02-02,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Economic Offences,Cheating,Convicted,Bengaluru City District & Sessions Court,2021-02-02 06:00:00,12.981557,77.594042,Complainant reported the incident of cheating which occurred near Shivajinagar. Investigation taken up.,A
4853,100060019202500048,2025-06-14,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Kalaburagi District & Sessions Court,2025-06-14 14:00:00,17.338107,76.826591,Altercation between complainant and accused over money matter near Banashankari Temple; accused assaulted complainant with hands and club causing simple injuries.,A
4854,100030015202100060,2021-07-16,Mysuru Lakshmipuram PS,Mysuru,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Convicted,Mysuru District & Sessions Court,2021-07-14 10:00:00,12.283294,76.663048,Altercation between complainant and accused over trivial issue near Majestic Bus Stand; accused assaulted complainant with hands and stone causing simple injuries.,A
